Date,Open,High,Low,Close,Volume,QuoteVolume
"9/11/2022, 12:55:00 AM",21582.99000000,21584.64000000,21547.15000000,21550.29000000,211.02394000,1662857759999
"9/11/2022, 12:56:00 AM",21549.26000000,21555.69000000,21537.58000000,21552.46000000,200.26610000,1662857819999
"9/11/2022, 12:57:00 AM",21553.11000000,21553.44000000,21540.73000000,21541.41000000,155.47956000,1662857879999
"9/11/2022, 12:58:00 AM",21540.80000000,21550.67000000,21539.99000000,21544.39000000,118.60329000,1662857939999
"9/11/2022, 12:59:00 AM",21544.36000000,21551.33000000,21541.45000000,21548.91000000,125.66642000,1662857999999
"9/11/2022, 1:00:00 AM",21548.91000000,21556.24000000,21546.49000000,21550.04000000,132.09819000,1662858059999
"9/11/2022, 1:01:00 AM",21550.04000000,21566.20000000,21548.43000000,21559.26000000,178.49510000,1662858119999
"9/11/2022, 1:02:00 AM",21559.26000000,21559.99000000,21544.92000000,21546.01000000,119.27544000,1662858179999
"9/11/2022, 1:03:00 AM",21546.01000000,21549.94000000,21530.11000000,21540.33000000,179.84881000,1662858239999
"9/11/2022, 1:04:00 AM",21540.33000000,21547.00000000,21535.55000000,21542.91000000,154.07385000,1662858299999
"9/11/2022, 1:05:00 AM",21542.91000000,21549.99000000,21533.04000000,21536.97000000,137.06799000,1662858359999
"9/11/2022, 1:06:00 AM",21536.97000000,21558.58000000,21534.10000000,21555.81000000,132.14761000,1662858419999
"9/11/2022, 1:07:00 AM",21555.81000000,21566.27000000,21548.77000000,21561.28000000,168.60164000,1662858479999
"9/11/2022, 1:08:00 AM",21561.29000000,21563.00000000,21550.00000000,21557.17000000,138.91422000,1662858539999
"9/11/2022, 1:09:00 AM",21557.17000000,21579.58000000,21555.44000000,21570.96000000,154.91856000,1662858599999
"9/11/2022, 1:10:00 AM",21570.96000000,21578.21000000,21569.92000000,21574.14000000,129.38969000,1662858659999
"9/11/2022, 1:11:00 AM",21574.14000000,21577.51000000,21570.68000000,21576.25000000,107.19678000,1662858719999
"9/11/2022, 1:12:00 AM",21576.11000000,21606.81000000,21573.63000000,21596.18000000,378.66485000,1662858779999
"9/11/2022, 1:13:00 AM",21596.18000000,21604.04000000,21590.03000000,21598.40000000,188.58227000,1662858839999
"9/11/2022, 1:14:00 AM",21597.26000000,21609.07000000,21593.90000000,21600.38000000,151.79780000,1662858899999
"9/11/2022, 1:15:00 AM",21601.41000000,21603.24000000,21580.00000000,21582.30000000,173.68310000,1662858959999
"9/11/2022, 1:16:00 AM",21583.18000000,21593.12000000,21575.44000000,21590.10000000,138.53347000,1662859019999
"9/11/2022, 1:17:00 AM",21590.10000000,21630.76000000,21590.00000000,21615.92000000,322.33787000,1662859079999
"9/11/2022, 1:18:00 AM",21614.62000000,21619.79000000,21596.98000000,21597.81000000,162.98590000,1662859139999
"9/11/2022, 1:19:00 AM",21597.23000000,21601.37000000,21588.49000000,21593.69000000,129.26547000,1662859199999
"9/11/2022, 1:20:00 AM",21594.33000000,21616.16000000,21591.26000000,21610.62000000,174.57812000,1662859259999
"9/11/2022, 1:21:00 AM",21611.24000000,21615.75000000,21603.65000000,21609.74000000,91.42520000,1662859319999
"9/11/2022, 1:22:00 AM",21609.74000000,21613.25000000,21604.85000000,21611.43000000,86.77486000,1662859379999
"9/11/2022, 1:23:00 AM",21612.95000000,21614.80000000,21606.61000000,21607.38000000,79.03207000,1662859439999
"9/11/2022, 1:24:00 AM",21607.38000000,21615.76000000,21601.35000000,21602.82000000,135.98047000,1662859499999
"9/11/2022, 1:25:00 AM",21602.82000000,21603.58000000,21560.00000000,21566.32000000,346.21721000,1662859559999
"9/11/2022, 1:26:00 AM",21566.32000000,21572.86000000,21549.15000000,21563.42000000,198.55097000,1662859619999
"9/11/2022, 1:27:00 AM",21563.43000000,21575.70000000,21556.00000000,21563.71000000,138.76988000,1662859679999
"9/11/2022, 1:28:00 AM",21563.71000000,21566.55000000,21543.98000000,21546.76000000,160.21339000,1662859739999
"9/11/2022, 1:29:00 AM",21546.76000000,21560.00000000,21540.63000000,21559.57000000,133.29066000,1662859799999
"9/11/2022, 1:30:00 AM",21559.57000000,21569.32000000,21551.87000000,21552.05000000,115.15959000,1662859859999
"9/11/2022, 1:31:00 AM",21552.06000000,21577.10000000,21552.06000000,21576.28000000,128.06695000,1662859919999
"9/11/2022, 1:32:00 AM",21577.08000000,21587.28000000,21575.41000000,21578.50000000,144.85503000,1662859979999
"9/11/2022, 1:33:00 AM",21578.50000000,21586.75000000,21568.23000000,21583.24000000,155.83871000,1662860039999
"9/11/2022, 1:34:00 AM",21583.24000000,21593.96000000,21580.56000000,21586.16000000,169.54006000,1662860099999
"9/11/2022, 1:35:00 AM",21586.75000000,21590.95000000,21583.78000000,21589.69000000,102.57502000,1662860159999
"9/11/2022, 1:36:00 AM",21589.69000000,21594.75000000,21585.02000000,21585.33000000,148.46042000,1662860219999
"9/11/2022, 1:37:00 AM",21586.45000000,21598.74000000,21585.00000000,21598.24000000,143.79147000,1662860279999
"9/11/2022, 1:38:00 AM",21598.24000000,21609.44000000,21589.75000000,21606.58000000,169.31105000,1662860339999
"9/11/2022, 1:39:00 AM",21606.58000000,21619.04000000,21603.10000000,21614.08000000,236.43590000,1662860399999
"9/11/2022, 1:40:00 AM",21614.31000000,21623.74000000,21609.41000000,21613.68000000,171.82436000,1662860459999
"9/11/2022, 1:41:00 AM",21613.68000000,21620.43000000,21597.71000000,21618.86000000,166.68740000,1662860519999
"9/11/2022, 1:42:00 AM",21619.80000000,21656.15000000,21615.77000000,21647.56000000,435.29106000,1662860579999
"9/11/2022, 1:43:00 AM",21647.99000000,21663.20000000,21640.14000000,21646.68000000,319.73313000,1662860639999
"9/11/2022, 1:44:00 AM",21647.67000000,21659.85000000,21643.00000000,21650.35000000,237.61990000,1662860699999
"9/11/2022, 1:45:00 AM",21649.01000000,21651.46000000,21630.00000000,21642.91000000,259.38777000,1662860759999
"9/11/2022, 1:46:00 AM",21643.54000000,21647.00000000,21635.00000000,21644.65000000,104.92210000,1662860819999
"9/11/2022, 1:47:00 AM",21643.57000000,21655.42000000,21640.20000000,21644.71000000,232.40653000,1662860879999
"9/11/2022, 1:48:00 AM",21643.97000000,21649.51000000,21629.82000000,21633.39000000,194.13087000,1662860939999
"9/11/2022, 1:49:00 AM",21634.29000000,21640.49000000,21627.39000000,21637.72000000,130.70848000,1662860999999
"9/11/2022, 1:50:00 AM",21637.72000000,21645.45000000,21629.31000000,21629.86000000,117.28497000,1662861059999
"9/11/2022, 1:51:00 AM",21629.86000000,21637.66000000,21626.12000000,21631.72000000,113.43985000,1662861119999
"9/11/2022, 1:52:00 AM",21631.72000000,21640.00000000,21625.66000000,21639.22000000,125.55540000,1662861179999
"9/11/2022, 1:53:00 AM",21639.22000000,21647.21000000,21632.61000000,21639.08000000,147.01845000,1662861239999
"9/11/2022, 1:54:00 AM",21639.08000000,21664.88000000,21635.45000000,21663.45000000,193.27066000,1662861299999
"9/11/2022, 1:55:00 AM",21664.40000000,21671.32000000,21653.90000000,21656.49000000,212.71626000,1662861359999
"9/11/2022, 1:56:00 AM",21657.09000000,21657.22000000,21641.97000000,21651.54000000,151.59203000,1662861419999
"9/11/2022, 1:57:00 AM",21651.54000000,21653.39000000,21638.76000000,21641.59000000,167.45890000,1662861479999
"9/11/2022, 1:58:00 AM",21641.58000000,21646.89000000,21638.59000000,21645.25000000,111.96023000,1662861539999
"9/11/2022, 1:59:00 AM",21646.07000000,21646.88000000,21588.55000000,21610.85000000,419.20225000,1662861599999
"9/11/2022, 2:00:00 AM",21610.15000000,21610.85000000,21565.89000000,21572.18000000,463.12210000,1662861659999
"9/11/2022, 2:01:00 AM",21573.02000000,21587.93000000,21571.53000000,21577.25000000,139.74493000,1662861719999
"9/11/2022, 2:02:00 AM",21576.63000000,21580.78000000,21561.49000000,21568.49000000,215.92134000,1662861779999
"9/11/2022, 2:03:00 AM",21569.26000000,21585.88000000,21568.49000000,21578.77000000,237.10528000,1662861839999
"9/11/2022, 2:04:00 AM",21580.26000000,21593.04000000,21578.17000000,21590.05000000,165.99533000,1662861899999
"9/11/2022, 2:05:00 AM",21589.15000000,21593.55000000,21582.26000000,21585.71000000,107.20056000,1662861959999
"9/11/2022, 2:06:00 AM",21585.71000000,21606.80000000,21585.33000000,21601.29000000,135.05550000,1662862019999
"9/11/2022, 2:07:00 AM",21601.29000000,21609.92000000,21595.76000000,21609.71000000,111.44793000,1662862079999
"9/11/2022, 2:08:00 AM",21609.03000000,21612.06000000,21604.79000000,21607.30000000,114.14249000,1662862139999
"9/11/2022, 2:09:00 AM",21607.30000000,21610.82000000,21594.38000000,21596.94000000,150.67508000,1662862199999
"9/11/2022, 2:10:00 AM",21596.94000000,21604.05000000,21592.66000000,21597.14000000,92.33985000,1662862259999
"9/11/2022, 2:11:00 AM",21597.14000000,21610.23000000,21588.69000000,21601.88000000,281.43656000,1662862319999
"9/11/2022, 2:12:00 AM",21602.38000000,21606.30000000,21594.34000000,21600.55000000,140.67373000,1662862379999
"9/11/2022, 2:13:00 AM",21601.55000000,21604.50000000,21588.01000000,21591.28000000,116.18147000,1662862439999
"9/11/2022, 2:14:00 AM",21591.28000000,21596.99000000,21587.93000000,21594.58000000,89.55779000,1662862499999
"9/11/2022, 2:15:00 AM",21594.29000000,21610.99000000,21593.56000000,21610.53000000,136.81609000,1662862559999
"9/11/2022, 2:16:00 AM",21609.86000000,21620.24000000,21606.12000000,21611.18000000,144.82011000,1662862619999
"9/11/2022, 2:17:00 AM",21610.29000000,21624.55000000,21608.53000000,21617.00000000,157.88824000,1662862679999
"9/11/2022, 2:18:00 AM",21616.50000000,21621.08000000,21611.05000000,21616.63000000,95.36412000,1662862739999
"9/11/2022, 2:19:00 AM",21616.63000000,21624.04000000,21615.58000000,21622.16000000,100.32352000,1662862799999
"9/11/2022, 2:20:00 AM",21623.11000000,21625.64000000,21601.84000000,21604.25000000,169.19973000,1662862859999
"9/11/2022, 2:21:00 AM",21604.24000000,21622.19000000,21602.79000000,21614.40000000,206.88694000,1662862919999
"9/11/2022, 2:22:00 AM",21614.03000000,21615.00000000,21603.86000000,21607.82000000,113.35017000,1662862979999
"9/11/2022, 2:23:00 AM",21607.82000000,21611.58000000,21605.43000000,21611.21000000,80.19251000,1662863039999
"9/11/2022, 2:24:00 AM",21611.21000000,21616.38000000,21601.37000000,21603.82000000,130.29680000,1662863099999
"9/11/2022, 2:25:00 AM",21604.72000000,21612.56000000,21603.83000000,21606.70000000,91.44322000,1662863159999
"9/11/2022, 2:26:00 AM",21606.20000000,21611.13000000,21602.80000000,21607.83000000,72.98546000,1662863219999
"9/11/2022, 2:27:00 AM",21607.83000000,21607.83000000,21569.73000000,21573.17000000,194.50261000,1662863279999
"9/11/2022, 2:28:00 AM",21573.17000000,21583.40000000,21567.54000000,21582.80000000,95.63383000,1662863339999
"9/11/2022, 2:29:00 AM",21582.80000000,21586.90000000,21576.59000000,21578.63000000,112.63006000,1662863399999
"9/11/2022, 2:30:00 AM",21578.63000000,21579.17000000,21548.94000000,21556.28000000,206.60474000,1662863459999
"9/11/2022, 2:31:00 AM",21556.28000000,21564.15000000,21545.95000000,21552.83000000,144.65208000,1662863519999
"9/11/2022, 2:32:00 AM",21551.29000000,21560.17000000,21509.72000000,21524.10000000,386.13664000,1662863579999
"9/11/2022, 2:33:00 AM",21523.17000000,21532.65000000,21518.59000000,21524.57000000,157.05349000,1662863639999
"9/11/2022, 2:34:00 AM",21523.74000000,21526.96000000,21477.00000000,21492.92000000,288.48804000,1662863699999
"9/11/2022, 2:35:00 AM",21493.04000000,21509.40000000,21491.09000000,21497.18000000,181.50197000,1662863759999
"9/11/2022, 2:36:00 AM",21497.18000000,21506.73000000,21493.28000000,21500.96000000,187.09252000,1662863819999
"9/11/2022, 2:37:00 AM",21500.96000000,21502.46000000,21478.42000000,21486.58000000,262.33702000,1662863879999
"9/11/2022, 2:38:00 AM",21486.58000000,21493.36000000,21484.71000000,21492.99000000,141.55957000,1662863939999
"9/11/2022, 2:39:00 AM",21492.26000000,21514.85000000,21491.03000000,21502.35000000,216.52296000,1662863999999
"9/11/2022, 2:40:00 AM",21504.03000000,21513.84000000,21501.70000000,21507.86000000,86.74908000,1662864059999
"9/11/2022, 2:41:00 AM",21509.37000000,21509.53000000,21491.71000000,21498.07000000,125.47543000,1662864119999
"9/11/2022, 2:42:00 AM",21497.05000000,21498.07000000,21482.90000000,21492.33000000,253.56758000,1662864179999
"9/11/2022, 2:43:00 AM",21491.46000000,21498.53000000,21486.77000000,21489.93000000,123.75836000,1662864239999
"9/11/2022, 2:44:00 AM",21489.93000000,21492.59000000,21480.64000000,21488.00000000,133.16816000,1662864299999
"9/11/2022, 2:45:00 AM",21489.01000000,21500.31000000,21488.00000000,21493.08000000,135.29425000,1662864359999
"9/11/2022, 2:46:00 AM",21493.01000000,21506.03000000,21484.82000000,21498.85000000,161.66502000,1662864419999
"9/11/2022, 2:47:00 AM",21498.85000000,21498.95000000,21490.00000000,21494.98000000,118.45810000,1662864479999
"9/11/2022, 2:48:00 AM",21494.54000000,21504.87000000,21488.69000000,21492.11000000,129.21661000,1662864539999
"9/11/2022, 2:49:00 AM",21491.02000000,21492.45000000,21483.16000000,21487.31000000,124.63879000,1662864599999
"9/11/2022, 2:50:00 AM",21487.31000000,21495.00000000,21486.31000000,21489.75000000,150.86059000,1662864659999
"9/11/2022, 2:51:00 AM",21489.92000000,21491.16000000,21477.82000000,21486.53000000,184.11814000,1662864719999
"9/11/2022, 2:52:00 AM",21486.18000000,21495.90000000,21484.27000000,21490.45000000,93.21552000,1662864779999
"9/11/2022, 2:53:00 AM",21490.45000000,21491.72000000,21455.85000000,21460.00000000,280.65422000,1662864839999
"9/11/2022, 2:54:00 AM",21460.00000000,21479.63000000,21450.01000000,21479.63000000,193.88694000,1662864899999
"9/11/2022, 2:55:00 AM",21479.63000000,21482.56000000,21470.97000000,21477.03000000,131.16051000,1662864959999
"9/11/2022, 2:56:00 AM",21476.51000000,21491.93000000,21472.59000000,21490.88000000,164.13245000,1662865019999
"9/11/2022, 2:57:00 AM",21490.88000000,21497.96000000,21487.61000000,21489.21000000,103.25196000,1662865079999
"9/11/2022, 2:58:00 AM",21488.30000000,21503.02000000,21484.57000000,21500.31000000,359.10987000,1662865139999
"9/11/2022, 2:59:00 AM",21499.09000000,21516.48000000,21497.90000000,21507.10000000,167.70808000,1662865199999
"9/11/2022, 3:00:00 AM",21505.86000000,21514.09000000,21505.59000000,21508.63000000,126.90551000,1662865259999
"9/11/2022, 3:01:00 AM",21509.39000000,21522.84000000,21504.44000000,21514.74000000,122.02151000,1662865319999
"9/11/2022, 3:02:00 AM",21515.82000000,21515.89000000,21510.88000000,21511.86000000,72.15110000,1662865379999
"9/11/2022, 3:03:00 AM",21511.86000000,21528.74000000,21510.93000000,21523.54000000,156.98959000,1662865439999
"9/11/2022, 3:04:00 AM",21522.86000000,21531.22000000,21518.63000000,21527.26000000,177.72453000,1662865499999
"9/11/2022, 3:05:00 AM",21527.92000000,21539.40000000,21525.99000000,21538.85000000,166.99432000,1662865559999
"9/11/2022, 3:06:00 AM",21538.35000000,21540.00000000,21525.02000000,21529.40000000,159.91389000,1662865619999
"9/11/2022, 3:07:00 AM",21529.40000000,21543.42000000,21528.43000000,21533.98000000,130.74087000,1662865679999
"9/11/2022, 3:08:00 AM",21533.98000000,21542.20000000,21532.58000000,21536.92000000,96.20873000,1662865739999
"9/11/2022, 3:09:00 AM",21536.92000000,21541.00000000,21535.00000000,21538.71000000,110.31207000,1662865799999
"9/11/2022, 3:10:00 AM",21539.66000000,21541.45000000,21526.31000000,21530.57000000,158.55219000,1662865859999
"9/11/2022, 3:11:00 AM",21530.57000000,21536.63000000,21527.55000000,21533.81000000,90.26132000,1662865919999
"9/11/2022, 3:12:00 AM",21533.86000000,21548.08000000,21532.44000000,21538.96000000,160.02273000,1662865979999
"9/11/2022, 3:13:00 AM",21538.96000000,21547.76000000,21537.17000000,21543.02000000,83.44726000,1662866039999
"9/11/2022, 3:14:00 AM",21543.49000000,21544.37000000,21535.48000000,21542.46000000,116.33224000,1662866099999
"9/11/2022, 3:15:00 AM",21542.26000000,21546.39000000,21536.79000000,21544.38000000,115.79047000,1662866159999
"9/11/2022, 3:16:00 AM",21543.52000000,21552.13000000,21542.61000000,21546.60000000,176.48631000,1662866219999
"9/11/2022, 3:17:00 AM",21546.60000000,21552.12000000,21544.37000000,21550.66000000,138.39407000,1662866279999
"9/11/2022, 3:18:00 AM",21550.66000000,21565.00000000,21549.27000000,21557.25000000,187.07738000,1662866339999
"9/11/2022, 3:19:00 AM",21557.25000000,21557.98000000,21546.68000000,21548.91000000,173.41872000,1662866399999
"9/11/2022, 3:20:00 AM",21549.75000000,21553.57000000,21545.94000000,21551.29000000,129.72899000,1662866459999
"9/11/2022, 3:21:00 AM",21550.92000000,21551.77000000,21514.58000000,21526.80000000,249.75299000,1662866519999
"9/11/2022, 3:22:00 AM",21526.80000000,21547.00000000,21524.78000000,21546.27000000,143.18784000,1662866579999
"9/11/2022, 3:23:00 AM",21544.98000000,21557.40000000,21544.98000000,21555.80000000,102.80197000,1662866639999
"9/11/2022, 3:24:00 AM",21555.80000000,21557.87000000,21545.97000000,21548.24000000,133.80054000,1662866699999
"9/11/2022, 3:25:00 AM",21548.87000000,21548.87000000,21536.13000000,21539.32000000,115.83992000,1662866759999
"9/11/2022, 3:26:00 AM",21538.52000000,21555.24000000,21537.74000000,21552.46000000,133.83682000,1662866819999
"9/11/2022, 3:27:00 AM",21553.37000000,21557.97000000,21549.36000000,21549.90000000,66.75270000,1662866879999
"9/11/2022, 3:28:00 AM",21549.90000000,21551.24000000,21530.54000000,21532.16000000,169.22498000,1662866939999
"9/11/2022, 3:29:00 AM",21531.58000000,21532.60000000,21522.47000000,21531.13000000,115.40298000,1662866999999
"9/11/2022, 3:30:00 AM",21529.96000000,21543.26000000,21525.01000000,21541.52000000,125.47802000,1662867059999
"9/11/2022, 3:31:00 AM",21541.52000000,21542.50000000,21537.04000000,21541.34000000,70.30654000,1662867119999
"9/11/2022, 3:32:00 AM",21540.88000000,21542.93000000,21533.48000000,21540.63000000,108.88642000,1662867179999
"9/11/2022, 3:33:00 AM",21539.75000000,21542.13000000,21530.01000000,21534.49000000,148.33802000,1662867239999
"9/11/2022, 3:34:00 AM",21534.49000000,21538.97000000,21529.65000000,21538.55000000,106.87891000,1662867299999
"9/11/2022, 3:35:00 AM",21538.55000000,21540.00000000,21533.72000000,21537.24000000,63.97008000,1662867359999
"9/11/2022, 3:36:00 AM",21537.24000000,21552.75000000,21535.66000000,21551.01000000,83.08799000,1662867419999
"9/11/2022, 3:37:00 AM",21551.01000000,21558.54000000,21548.17000000,21555.81000000,103.67029000,1662867479999
"9/11/2022, 3:38:00 AM",21556.96000000,21558.42000000,21549.99000000,21552.78000000,108.96846000,1662867539999
"9/11/2022, 3:39:00 AM",21552.50000000,21553.40000000,21542.92000000,21547.51000000,76.15956000,1662867599999
"9/11/2022, 3:40:00 AM",21547.51000000,21549.23000000,21544.00000000,21547.19000000,32.57596000,1662867659999
"9/11/2022, 3:41:00 AM",21547.19000000,21548.43000000,21534.35000000,21542.76000000,114.95142000,1662867719999
"9/11/2022, 3:42:00 AM",21542.76000000,21555.82000000,21541.93000000,21553.71000000,101.09118000,1662867779999
"9/11/2022, 3:43:00 AM",21552.56000000,21555.38000000,21550.72000000,21553.34000000,61.75185000,1662867839999
"9/11/2022, 3:44:00 AM",21553.34000000,21556.34000000,21530.00000000,21530.00000000,140.65518000,1662867899999
"9/11/2022, 3:45:00 AM",21530.57000000,21545.94000000,21529.86000000,21545.30000000,127.48399000,1662867959999
"9/11/2022, 3:46:00 AM",21545.30000000,21548.18000000,21526.72000000,21531.91000000,156.51189000,1662868019999
"9/11/2022, 3:47:00 AM",21531.26000000,21535.02000000,21507.49000000,21515.72000000,280.83432000,1662868079999
"9/11/2022, 3:48:00 AM",21515.32000000,21518.59000000,21506.08000000,21512.68000000,149.26333000,1662868139999
"9/11/2022, 3:49:00 AM",21512.68000000,21522.44000000,21505.05000000,21510.09000000,145.86202000,1662868199999
"9/11/2022, 3:50:00 AM",21510.09000000,21528.73000000,21508.86000000,21524.04000000,138.18366000,1662868259999
"9/11/2022, 3:51:00 AM",21524.05000000,21530.83000000,21515.73000000,21518.86000000,113.69563000,1662868319999
"9/11/2022, 3:52:00 AM",21518.85000000,21529.55000000,21517.50000000,21527.67000000,59.40303000,1662868379999
"9/11/2022, 3:53:00 AM",21528.80000000,21533.66000000,21523.29000000,21526.85000000,92.37822000,1662868439999
"9/11/2022, 3:54:00 AM",21526.00000000,21534.23000000,21524.62000000,21533.47000000,70.38973000,1662868499999
"9/11/2022, 3:55:00 AM",21534.23000000,21556.70000000,21531.35000000,21555.25000000,144.43563000,1662868559999
"9/11/2022, 3:56:00 AM",21555.25000000,21558.10000000,21550.82000000,21556.97000000,140.71919000,1662868619999
"9/11/2022, 3:57:00 AM",21556.27000000,21565.11000000,21552.80000000,21553.01000000,135.50602000,1662868679999
"9/11/2022, 3:58:00 AM",21553.01000000,21555.02000000,21540.01000000,21542.60000000,141.68106000,1662868739999
"9/11/2022, 3:59:00 AM",21543.72000000,21547.91000000,21541.34000000,21542.42000000,78.82605000,1662868799999
